keggMetaboliteID	metaboliteName	pathwayEntry	pathwayName	pathwayClass	type
C11436	2-Phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol	hsa00900	Terpenoid backbone biosynthesis	Metabolism; Metabolism of terpenoids and polyketides	metabolite
C11437	1-Deoxy-D-xylulose 5-phosphate	hsa00900	Terpenoid backbone biosynthesis	Metabolism; Metabolism of terpenoids and polyketides	metabolite
C11453	2-C-Methyl-D-erythritol 2,4-cyclodiphosphate	hsa00900	Terpenoid backbone biosynthesis	Metabolism; Metabolism of terpenoids and polyketides	metabolite
C11811	1-Hydroxy-2-methyl-2-butenyl 4-diphosphate	hsa00900	Terpenoid backbone biosynthesis	Metabolism; Metabolism of terpenoids and polyketides	metabolite
C16521	Isoprene	hsa00900	Terpenoid backbone biosynthesis	Metabolism; Metabolism of terpenoids and polyketides	metabolite
C16826	2-cis,6-trans-Farnesyl diphosphate	hsa00900	Terpenoid backbone biosynthesis	Metabolism; Metabolism of terpenoids and polyketides	metabolite
C17432	all-trans-Decaprenyl diphosphate	hsa00900	Terpenoid backbone biosynthesis	Metabolism; Metabolism of terpenoids and polyketides	metabolite
C18321	trans,octacis-Decaprenyl diphosphate	hsa00900	Terpenoid backbone biosynthesis	Metabolism; Metabolism of terpenoids and polyketides	metabolite
C19691	Farnesylcysteine	hsa00900	Terpenoid backbone biosynthesis	Metabolism; Metabolism of terpenoids and polyketides	metabolite
C19760	(2Z,6Z)-Farnesyl diphosphate	hsa00900	Terpenoid backbone biosynthesis	Metabolism; Metabolism of terpenoids and polyketides	metabolite
C19852	tritrans,heptacis-Undecaprenyl diphosphate	hsa00900	Terpenoid backbone biosynthesis	Metabolism; Metabolism of terpenoids and polyketides	metabolite
C19853	trans,polycis-Polyprenyl diphosphate	hsa00900	Terpenoid backbone biosynthesis	Metabolism; Metabolism of terpenoids and polyketides	metabolite
C20120	S-Farnesyl protein	hsa00900	Terpenoid backbone biosynthesis	Metabolism; Metabolism of terpenoids and polyketides	metabolite
C20121	trans,trans-Farnesyl phosphate	hsa00900	Terpenoid backbone biosynthesis	Metabolism; Metabolism of terpenoids and polyketides	metabolite
C20345	Isopentenyl phosphate	hsa00900	Terpenoid backbone biosynthesis	Metabolism; Metabolism of terpenoids and polyketides	metabolite
C20847	(R)-Mevalonate 3-phosphate	hsa00900	Terpenoid backbone biosynthesis	Metabolism; Metabolism of terpenoids and polyketides	metabolite
C20848	(R)-Mevalonate 3,5-bisphosphate	hsa00900	Terpenoid backbone biosynthesis	Metabolism; Metabolism of terpenoids and polyketides	metabolite
C00048	Glyoxylate	hsa00232	Caffeine metabolism	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C00385	Xanthine	hsa00232	Caffeine metabolism	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C01762	Xanthosine	hsa00232	Caffeine metabolism	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C07130	Theophylline	hsa00232	Caffeine metabolism	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C07480	Theobromine	hsa00232	Caffeine metabolism	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C07481	Caffeine	hsa00232	Caffeine metabolism	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C13747	1,7-Dimethylxanthine	hsa00232	Caffeine metabolism	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C16352	7-Methylxanthosine	hsa00232	Caffeine metabolism	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C16353	7-Methylxanthine	hsa00232	Caffeine metabolism	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C16355	7-Methyluric acid	hsa00232	Caffeine metabolism	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C16356	1,7-Dimethyluric acid	hsa00232	Caffeine metabolism	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C16357	3-Methylxanthine	hsa00232	Caffeine metabolism	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C16358	1-Methylxanthine	hsa00232	Caffeine metabolism	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C16359	1-Methyluric acid	hsa00232	Caffeine metabolism	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C16360	3,7-Dimethyluric acid	hsa00232	Caffeine metabolism	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C16361	1,3,7-Trimethyluric acid	hsa00232	Caffeine metabolism	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C16362	3,6,8-Trimethylallantoin	hsa00232	Caffeine metabolism	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C16363	N-Methylurea	hsa00232	Caffeine metabolism	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C16364	N,N'-Dimethylurea	hsa00232	Caffeine metabolism	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C16365	5-Acetylamino-6-formylamino-3-methyluracil	hsa00232	Caffeine metabolism	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C16366	5-Acetylamino-6-amino-3-methyluracil	hsa00232	Caffeine metabolism	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C21144	1,3,7-Trimethyl-5-hydroxyisourate	hsa00232	Caffeine metabolism	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C00025	L-Glutamate	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C00029	UDP-glucose	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C00031	D-Glucose	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C00043	UDP-N-acetyl-alpha-D-glucosamine	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C00092	D-Glucose 6-phosphate	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C00229	Acyl-carrier protein	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C00397	Tobramycin	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C00825	Kanamycin B	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C00832	Paromomycin	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C00908	Gentamicin C1a	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C01441	Neamine	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C01555	Apramycin	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C01737	Neomycin B	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C01743	Paromamine	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C01759	Ribostamycin	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C01822	Kanamycin A	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C01823	Kanamycin C	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C01917	Gentamicin A	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C02033	Gentamicin C2	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C02627	2-Deoxystreptamine	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C07656	Gentamicin C1	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C12210	UDP-3-ketoglucose	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C12211	UDP-kanosamine	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C15652	Neomycin C	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C17209	2-Deoxy-scyllo-inosose	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C17580	2-Deoxy-scyllo-inosamine	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C17581	3-Amino-2,3-dideoxy-scyllo-inosose	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C17582	2'-N-Acetylparomamine	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C17583	6'-Dehydro-6'-oxoparomamine	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C17584	Xylostasin	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C17585	Butirosin A	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C17586	Butirosin B	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C17587	2'''-N-Acetyl-6'''-deamino-6'''-hydroxyneomycin C	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C17588	6'''-Deamino-6'''-hydroxyneomycin C	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C17589	6'''-Deamino-6'''-oxoneomycin C	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C17701	Gentamicin A2	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C17702	Gentamicin X2	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C17703	Antibiotic G-418	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C17704	Antibiotic JI-20A	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C17705	Antibiotic JI-20B	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C17706	Gentamicin C2b	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C17707	Lividomycin A	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C17712	Paromomycin II	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C17997	Oxyapramycin	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C18000	Nebramycin factor 4	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C18001	Nebramycin 5'	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C18002	5-Ribosylparomamine	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C18003	Lividomycin B	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C18004	5''-Phosphoribostamycin	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C18005	gamma-L-Glutamyl-butirosin B	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C18006	gamma-L-Glutamyl-[acp]	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C18007	4-Aminobutyryl-[acp]	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C18008	4-(gamma-L-Glutamylamino)butanoyl-[acp]	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C18009	4-(gamma-L-Glutamylamino)-(2S)-2-hydroxybutanoyl-[acp]	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C20350	2'-Deamino-2'-hydroxyneamine	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C20351	2'-Deamino-2'-hydroxy-6'-dehydroparomamine	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C20353	2'-Deamino-2'-hydroxyparomamine	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C20509	2'-Dehydrokanamycin A	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C20614	Kanamycin X	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C20699	6''-O-Carbamoylkanamycin A	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C21176	3''-Oxoribostamycin	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C21251	6'-Oxokanamycin X	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C21252	6'-Oxokanamycin C	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C21253	Kanamycin D	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C21254	3''-Deamino-3''-hydroxykanamycin B	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C21255	Lividamine	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C21256	6'-Oxolividamine	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C21257	4'-Oxolividamine	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C21258	4'-Oxonebramine	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C21259	Nebramine	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C21260	5''-Phosphoribosylparomamine	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C21261	2'''-N-Acetyl-6'''-deamino-6'''-hydroxyparomomycin II	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C21262	6'''-Deamino-6'''-hydroxyparomomycin II	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C21263	6'''-Deamino-6'''-oxoparomomycin II	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C21264	5'''-epi-Lividomycin B	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C21265	3''-Oxogentamicin A2	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C21266	3''-Amino-3''-deoxygentamicin A2	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C21267	6'-Oxogentamicin X2	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C21268	6'-Oxo-G418	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C21269	Antibiotic JI-20Ba	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C21270	Gentamicin C2a	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	metabolite
C00745	Nicotine	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C00829	Naphthalene	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C02617	1,4-Naphthoquinone	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C03012	Naphthalene-1,2-diol	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C06205	1,2-Dihydronaphthalene-1,2-diol	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C06755	Chloroacetic acid	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C06790	Trichloroethene	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C06800	Aflatoxin B1	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C06899	Chloral hydrate	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C07490	Trichloroethanol	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C07535	Benzo[a]pyrene	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C11036	Bromobenzene	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C11088	1,2-Dibromoethane	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C11148	TCE epoxide	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C11149	Dichloroacetate	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C11150	Trichloroacetate	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C11278	Aflatoxin B1exo-8,9-epoxide-GSH	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C11713	2-Naphthol	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C11714	1-Naphthol	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C14039	1,1-Dichloroethylene	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C14040	1-Nitronaphthalene	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C14453	4-Bromophenol	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C14556	9-Hydroxybenzo[a]pyrene	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C14783	1,2-Naphthoquinone	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C14784	1,2-Dihydroxy-3,4-epoxy-1,2,3,4-tetrahydronaphthalene	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C14785	1,4-Dihydroxynaphthalene	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C14786	(1R,2S)-Naphthalene 1,2-oxide	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C14787	(1S,2R)-Naphthalene 1,2-oxide	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C14788	1-Nitrosonaphthalene	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C14789	N-Hydroxy-1-aminonaphthalene	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C14790	1-Naphthylamine	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C14791	(1R)-Hydroxy-(2R)-glutathionyl-1,2-dihydronaphthalene	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C14792	(1S)-Hydroxy-(2S)-glutathionyl-1,2-dihydronaphthalene	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C14793	(1R)-Glutathionyl-(2R)-hydroxy-1,2-dihydronaphthalene	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C14796	(1R)-Hydroxy-(2R)-N-acetyl-L-cysteinyl-1,2-dihydronaphthalene	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C14797	(1R)-N-Acetyl-L-cysteinyl-(2R)-hydroxy-1,2-dihydronaphthalene	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C14798	(1S)-Hydroxy-(2S)-N-acetyl-L-cysteinyl-1,2-dihydronaphthalene	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C14799	(1R,2R)-3-[(1,2-Dihydro-2-hydroxy-1-naphthalenyl)thio]-2-oxopropanoic acid	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C14800	1-Nitronaphthalene-5,6-oxide	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C14801	1-Nitro-5,6-dihydroxy-dihydronaphthalene	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C14802	1-Nitronaphthalene-7,8-oxide	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C14803	1-Nitro-7-hydroxy-8-glutathionyl-7,8-dihydronaphthalene	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C14804	1-Nitro-7-glutathionyl-8-hydroxy-7,8-dihydronaphthalene	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C14805	1-Nitro-5-hydroxy-6-glutathionyl-5,6-dihydronaphthalene	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C14806	1-Nitro-5-glutathionyl-6-hydroxy-5,6-dihydronaphthalene	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C14839	Bromobenzene-3,4-oxide	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C14840	Bromobenzene-2,3-oxide	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C14841	2-Bromophenol	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C14842	Bromobenzene-2,3-dihydrodiol	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C14843	4-Bromocatechol	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C14844	Bromobenzene-3,4-dihydrodiol	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C14845	4-Bromophenol-2,3-epoxide	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C14846	4-Bromo-3,5-cyclohexadiene-1,2-dione	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C14847	3,4-Dihydro-3-hydroxy-4-S-glutathionyl bromobenzene	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C14848	2,3-Dihydro-2-S-glutathionyl-3-hydroxy bromobenzene	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C14849	Benzo[a]pyrene-9,10-oxide	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C14850	Benzo[a]pyrene-7,8-oxide	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C14851	Benzo[a]pyrene-4,5-oxide	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C14852	Benzo[a]pyrene-7,8-diol	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C14853	Benzo[a]pyrene-7,8-dihydrodiol-9,10-oxide	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C14854	9-Hydroxybenzo[a]pyrene-4,5-oxide	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C14855	4,5-Dihydro-4-hydroxy-5-S-glutathionyl-benzo[a]pyrene	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C14856	7,8-Dihydro-7-hydroxy-8-S-glutathionyl-benzo[a]pyrene	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
C14857	1,1-Dichloroethylene epoxide	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	metabolite
