keggMetaboliteID	metaboliteName	pathwayEntry	pathwayName	pathwayClass	type
C00054	Adenosine 3',5'-bisphosphate	hsa00920	Sulfur metabolism	Metabolism; Energy metabolism	metabolite
C00059	Sulfate	hsa00920	Sulfur metabolism	Metabolism; Energy metabolism	metabolite
C00065	L-Serine	hsa00920	Sulfur metabolism	Metabolism; Energy metabolism	metabolite
C00084	Acetaldehyde	hsa00920	Sulfur metabolism	Metabolism; Energy metabolism	metabolite
C00087	Sulfur	hsa00920	Sulfur metabolism	Metabolism; Energy metabolism	metabolite
C00094	Sulfite	hsa00920	Sulfur metabolism	Metabolism; Energy metabolism	metabolite
C00097	L-Cysteine	hsa00920	Sulfur metabolism	Metabolism; Energy metabolism	metabolite
C00155	L-Homocysteine	hsa00920	Sulfur metabolism	Metabolism; Energy metabolism	metabolite
C00224	Adenylyl sulfate	hsa00920	Sulfur metabolism	Metabolism; Energy metabolism	metabolite
C00245	Taurine	hsa00920	Sulfur metabolism	Metabolism; Energy metabolism	metabolite
C00263	L-Homoserine	hsa00920	Sulfur metabolism	Metabolism; Energy metabolism	metabolite
C00283	Hydrogen sulfide	hsa00920	Sulfur metabolism	Metabolism; Energy metabolism	metabolite
C00320	Thiosulfate	hsa00920	Sulfur metabolism	Metabolism; Energy metabolism	metabolite
C00409	Methanethiol	hsa00920	Sulfur metabolism	Metabolism; Energy metabolism	metabolite
C00580	Dimethyl sulfide	hsa00920	Sulfur metabolism	Metabolism; Energy metabolism	metabolite
C00979	O-Acetyl-L-serine	hsa00920	Sulfur metabolism	Metabolism; Energy metabolism	metabolite
C01118	O-Succinyl-L-homoserine	hsa00920	Sulfur metabolism	Metabolism; Energy metabolism	metabolite
C01861	Trithionate	hsa00920	Sulfur metabolism	Metabolism; Energy metabolism	metabolite
C02084	Tetrathionate	hsa00920	Sulfur metabolism	Metabolism; Energy metabolism	metabolite
C03920	2-(Methylthio)ethanesulfonate	hsa00920	Sulfur metabolism	Metabolism; Energy metabolism	metabolite
C04022	S,S-Dimethyl-beta-propiothetin	hsa00920	Sulfur metabolism	Metabolism; Energy metabolism	metabolite
C08276	3-(Methylthio)propanoate	hsa00920	Sulfur metabolism	Metabolism; Energy metabolism	metabolite
C11142	Dimethyl sulfone	hsa00920	Sulfur metabolism	Metabolism; Energy metabolism	metabolite
C11143	Dimethyl sulfoxide	hsa00920	Sulfur metabolism	Metabolism; Energy metabolism	metabolite
C11145	Methanesulfonic acid	hsa00920	Sulfur metabolism	Metabolism; Energy metabolism	metabolite
C15521	Alkanesulfonate	hsa00920	Sulfur metabolism	Metabolism; Energy metabolism	metabolite
C17267	S-Sulfanylglutathione	hsa00920	Sulfur metabolism	Metabolism; Energy metabolism	metabolite
C19692	Polysulfide	hsa00920	Sulfur metabolism	Metabolism; Energy metabolism	metabolite
C20870	3-(Methylthio)propanoyl-CoA	hsa00920	Sulfur metabolism	Metabolism; Energy metabolism	metabolite
C20955	3-(Methylthio)acryloyl-CoA	hsa00920	Sulfur metabolism	Metabolism; Energy metabolism	metabolite
C00024	Acetyl-CoA	hsa00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism	metabolite
C00083	Malonyl-CoA	hsa00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism	metabolite
C00154	Palmitoyl-CoA	hsa00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism	metabolite
C00173	Acyl-[acyl-carrier protein]	hsa00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism	metabolite
C00229	Acyl-carrier protein	hsa00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism	metabolite
C00249	Hexadecanoic acid	hsa00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism	metabolite
C00383	Malonate	hsa00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism	metabolite
C00638	Long-chain fatty acid	hsa00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism	metabolite
C00685	3-Oxoacyl-[acyl-carrier protein]	hsa00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism	metabolite
C00693	trans-2,3-Dehydroacyl-[acyl-carrier protein]	hsa00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism	metabolite
C00712	(9Z)-Octadecenoic acid	hsa00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism	metabolite
C01203	Oleoyl-[acyl-carrier protein]	hsa00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism	metabolite
C01209	Malonyl-[acyl-carrier protein]	hsa00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism	metabolite
C01271	(3R)-3-Hydroxyacyl-[acyl-carrier protein]	hsa00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism	metabolite
C01530	Octadecanoic acid	hsa00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism	metabolite
C01571	Decanoic acid	hsa00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism	metabolite
C02679	Dodecanoic acid	hsa00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism	metabolite
C02843	Long-chain acyl-CoA	hsa00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism	metabolite
C03939	Acetyl-[acyl-carrier protein]	hsa00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism	metabolite
C04088	Octadecanoyl-[acyl-carrier protein]	hsa00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism	metabolite
C04180	cis-Dec-3-enoyl-[acp]	hsa00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism	metabolite
C04246	But-2-enoyl-[acyl-carrier protein]	hsa00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism	metabolite
C04618	(3R)-3-Hydroxybutanoyl-[acyl-carrier protein]	hsa00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism	metabolite
C04619	(3R)-3-Hydroxydecanoyl-[acyl-carrier protein]	hsa00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism	metabolite
C04620	(3R)-3-Hydroxyoctanoyl-[acyl-carrier protein]	hsa00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism	metabolite
C04633	(3R)-3-Hydroxypalmitoyl-[acyl-carrier protein]	hsa00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism	metabolite
C04688	(3R)-3-Hydroxytetradecanoyl-[acyl-carrier protein]	hsa00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism	metabolite
C05223	Dodecanoyl-[acyl-carrier protein]	hsa00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism	metabolite
C05744	Acetoacetyl-[acp]	hsa00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism	metabolite
C05745	Butyryl-[acp]	hsa00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism	metabolite
C05746	3-Oxohexanoyl-[acp]	hsa00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism	metabolite
C05747	(R)-3-Hydroxyhexanoyl-[acp]	hsa00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism	metabolite
C05748	trans-Hex-2-enoyl-[acp]	hsa00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism	metabolite
C05749	Hexanoyl-[acp]	hsa00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism	metabolite
C05750	3-Oxooctanoyl-[acp]	hsa00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism	metabolite
C05751	trans-Oct-2-enoyl-[acp]	hsa00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism	metabolite
C05752	Octanoyl-[acp]	hsa00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism	metabolite
C05753	3-Oxodecanoyl-[acp]	hsa00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism	metabolite
C05754	trans-Dec-2-enoyl-[acp]	hsa00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism	metabolite
C05755	Decanoyl-[acp]	hsa00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism	metabolite
C05756	3-Oxododecanoyl-[acp]	hsa00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism	metabolite
C05757	(R)-3-Hydroxydodecanoyl-[acp]	hsa00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism	metabolite
C05758	trans-Dodec-2-enoyl-[acp]	hsa00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism	metabolite
C05759	3-Oxotetradecanoyl-[acp]	hsa00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism	metabolite
C05760	trans-Tetradec-2-enoyl-[acp]	hsa00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism	metabolite
C05761	Tetradecanoyl-[acp]	hsa00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism	metabolite
C05762	3-Oxohexadecanoyl-[acp]	hsa00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism	metabolite
C05763	trans-Hexadec-2-enoyl-[acp]	hsa00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism	metabolite
C05764	Hexadecanoyl-[acp]	hsa00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism	metabolite
C06423	Octanoic acid	hsa00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism	metabolite
C06424	Tetradecanoic acid	hsa00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism	metabolite
C08362	(9Z)-Hexadecenoic acid	hsa00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism	metabolite
C16219	3-Oxostearoyl-[acp]	hsa00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism	metabolite
C16220	(R)-3-Hydroxyoctadecanoyl-[acp]	hsa00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism	metabolite
C16221	(2E)-Octadecenoyl-[acp]	hsa00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism	metabolite
C16520	Hexadecenoyl-[acyl-carrier protein]	hsa00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism	metabolite
C20683	Long-chain acyl-[acyl-carrier protein]	hsa00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism	metabolite
C20794	n-7 Unsaturated acyl-[acyl-carrier protein]	hsa00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism	metabolite
C00024	Acetyl-CoA	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	metabolite
C00040	Acyl-CoA	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	metabolite
C00083	Malonyl-CoA	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	metabolite
C00136	Butanoyl-CoA	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	metabolite
C00154	Palmitoyl-CoA	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	metabolite
C00162	Fatty acid	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	metabolite
C00249	Hexadecanoic acid	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	metabolite
C00264	3-Oxoacyl-CoA	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	metabolite
C00605	2,3-Dehydroacyl-CoA	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	metabolite
C00638	Long-chain fatty acid	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	metabolite
C00640	(3S)-3-Hydroxyacyl-CoA	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	metabolite
C00658	trans-2,3-Dehydroacyl-CoA	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	metabolite
C01832	Lauroyl-CoA	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	metabolite
C01944	Octanoyl-CoA	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	metabolite
C02593	Tetradecanoyl-CoA	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	metabolite
C02843	Long-chain acyl-CoA	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	metabolite
C03221	2-trans-Dodecenoyl-CoA	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	metabolite
C05258	(S)-3-Hydroxyhexadecanoyl-CoA	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	metabolite
C05259	3-Oxopalmitoyl-CoA	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	metabolite
C05260	(S)-3-Hydroxytetradecanoyl-CoA	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	metabolite
C05261	3-Oxotetradecanoyl-CoA	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	metabolite
C05262	(S)-3-Hydroxydodecanoyl-CoA	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	metabolite
C05263	3-Oxododecanoyl-CoA	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	metabolite
C05264	(S)-Hydroxydecanoyl-CoA	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	metabolite
C05265	3-Oxodecanoyl-CoA	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	metabolite
C05266	(S)-3-Hydroxyoctanoyl-CoA	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	metabolite
C05267	3-Oxooctanoyl-CoA	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	metabolite
C05268	(S)-Hydroxyhexanoyl-CoA	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	metabolite
C05269	3-Oxohexanoyl-CoA	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	metabolite
C05270	Hexanoyl-CoA	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	metabolite
C05271	trans-Hex-2-enoyl-CoA	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	metabolite
C05272	trans-Hexadec-2-enoyl-CoA	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	metabolite
C05273	trans-Tetradec-2-enoyl-CoA	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	metabolite
C05274	Decanoyl-CoA	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	metabolite
C05275	trans-Dec-2-enoyl-CoA	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	metabolite
C05276	trans-Oct-2-enoyl-CoA	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	metabolite
C20876	Very-long-chain acyl-CoA	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	metabolite
C20877	Very-long-chain 3-oxoacyl-CoA	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	metabolite
C20878	Very-long-chain (3R)-3-hydroxyacyl-CoA	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	metabolite
C20879	Very-long-chain trans-2,3-dehydroacyl-CoA	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	metabolite
C00010	CoA	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	metabolite
C00024	Acetyl-CoA	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	metabolite
C00071	Aldehyde	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	metabolite
C00136	Butanoyl-CoA	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	metabolite
C00154	Palmitoyl-CoA	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	metabolite
C00162	Fatty acid	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	metabolite
C00226	Primary alcohol	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	metabolite
C00229	Acyl-carrier protein	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	metabolite
C00249	Hexadecanoic acid	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	metabolite
C00332	Acetoacetyl-CoA	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	metabolite
C00340	Reduced rubredoxin	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	metabolite
C00435	Oxidized rubredoxin	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	metabolite
C00489	Glutarate	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	metabolite
C00517	Hexadecanal	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	metabolite
C00527	Glutaryl-CoA	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	metabolite
C00638	Long-chain fatty acid	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	metabolite
C00823	1-Hexadecanol	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	metabolite
C00877	Crotonoyl-CoA	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	metabolite
C01144	(S)-3-Hydroxybutanoyl-CoA	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	metabolite
C01371	Alkane	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	metabolite
C01832	Lauroyl-CoA	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	metabolite
C01944	Octanoyl-CoA	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	metabolite
C02593	Tetradecanoyl-CoA	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	metabolite
C02990	L-Palmitoylcarnitine	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	metabolite
C03221	2-trans-Dodecenoyl-CoA	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	metabolite
C03547	omega-Hydroxy fatty acid	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	metabolite
C03561	(R)-3-Hydroxybutanoyl-CoA	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	metabolite
C05102	alpha-Hydroxy fatty acid	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	metabolite
C05258	(S)-3-Hydroxyhexadecanoyl-CoA	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	metabolite
C05259	3-Oxopalmitoyl-CoA	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	metabolite
C05260	(S)-3-Hydroxytetradecanoyl-CoA	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	metabolite
C05261	3-Oxotetradecanoyl-CoA	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	metabolite
C05262	(S)-3-Hydroxydodecanoyl-CoA	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	metabolite
C05263	3-Oxododecanoyl-CoA	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	metabolite
C05264	(S)-Hydroxydecanoyl-CoA	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	metabolite
C05265	3-Oxodecanoyl-CoA	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	metabolite
C05266	(S)-3-Hydroxyoctanoyl-CoA	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	metabolite
C05267	3-Oxooctanoyl-CoA	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	metabolite
C05268	(S)-Hydroxyhexanoyl-CoA	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	metabolite
C05269	3-Oxohexanoyl-CoA	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	metabolite
C05270	Hexanoyl-CoA	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	metabolite
C05271	trans-Hex-2-enoyl-CoA	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	metabolite
C05272	trans-Hexadec-2-enoyl-CoA	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	metabolite
C05273	trans-Tetradec-2-enoyl-CoA	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	metabolite
C05274	Decanoyl-CoA	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	metabolite
C05275	trans-Dec-2-enoyl-CoA	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	metabolite
C05276	trans-Oct-2-enoyl-CoA	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	metabolite
C05279	trans,cis-Lauro-2,6-dienoyl-CoA	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	metabolite
C05280	cis,cis-3,6-Dodecadienoyl-CoA	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	metabolite
C20683	Long-chain acyl-[acyl-carrier protein]	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	metabolite
C00024	Acetyl-CoA	hsa00072	Synthesis and degradation of ketone bodies	Metabolism; Lipid metabolism	metabolite
C00164	Acetoacetate	hsa00072	Synthesis and degradation of ketone bodies	Metabolism; Lipid metabolism	metabolite
C00207	Acetone	hsa00072	Synthesis and degradation of ketone bodies	Metabolism; Lipid metabolism	metabolite
C00332	Acetoacetyl-CoA	hsa00072	Synthesis and degradation of ketone bodies	Metabolism; Lipid metabolism	metabolite
C00356	(S)-3-Hydroxy-3-methylglutaryl-CoA	hsa00072	Synthesis and degradation of ketone bodies	Metabolism; Lipid metabolism	metabolite
C01089	(R)-3-Hydroxybutanoate	hsa00072	Synthesis and degradation of ketone bodies	Metabolism; Lipid metabolism	metabolite
C00187	Cholesterol	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	metabolite
C00448	trans,trans-Farnesyl diphosphate	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	metabolite
C00751	Squalene	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	metabolite
C01054	(S)-2,3-Epoxysqualene	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	metabolite
C01164	7-Dehydrocholesterol	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	metabolite
C01189	Lathosterol	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	metabolite
C01561	Calcidiol	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	metabolite
C01673	Calcitriol	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	metabolite
C01694	Ergosterol	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	metabolite
C01724	Lanosterol	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	metabolite
C01753	beta-Sitosterol	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	metabolite
C01789	Campesterol	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	metabolite
C01802	Desmosterol	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	metabolite
C01902	Cycloartenol	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	metabolite
C01943	Obtusifoliol	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	metabolite
C02141	Cycloeucalenol	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	metabolite
C02530	Cholesterol ester	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	metabolite
C03428	Presqualene diphosphate	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	metabolite
C03845	5alpha-Cholest-8-en-3beta-ol	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	metabolite
C04525	Fecosterol	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	metabolite
C05103	4alpha-Methylzymosterol	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	metabolite
C05107	7-Dehydrodesmosterol	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	metabolite
C05108	14-Demethyllanosterol	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	metabolite
C05109	24,25-Dihydrolanosterol	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	metabolite
C05437	Zymosterol	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	metabolite
C05439	5alpha-Cholesta-7,24-dien-3beta-ol	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	metabolite
C05440	Ergosta-5,7,22,24(28)-tetraen-3beta-ol	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	metabolite
C05441	Vitamin D2	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	metabolite
C05442	Stigmasterol	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	metabolite
C05443	Vitamin D3	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	metabolite
C07712	Secalciferol	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	metabolite
C08813	Brassicasterol	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	metabolite
C08821	Isofucosterol	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	metabolite
C08830	24-Methylidenecycloartanol	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	metabolite
C11455	4,4-Dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	metabolite
C11508	4alpha-Methyl-5alpha-ergosta-8,14,24(28)-trien-3beta-ol	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	metabolite
C11522	24-Methylenelophenol	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	metabolite
C11523	24-Ethylidenelophenol	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	metabolite
C15776	4alpha-Methylfecosterol	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	metabolite
C15777	Episterol	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	metabolite
C15778	5,7,24(28)-Ergostatrienol	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	metabolite
C15780	5-Dehydroepisterol	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	metabolite
C15781	24-Methylenecholesterol	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	metabolite
C15782	Delta7-Avenasterol	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	metabolite
C15783	5-Dehydroavenasterol	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	metabolite
C15808	4alpha-Methylzymosterol-4-carboxylate	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	metabolite
C15816	3-Keto-4-methylzymosterol	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	metabolite
C15915	4,4-Dimethyl-5alpha-cholesta-8-en-3beta-ol	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	metabolite
C18231	Calcitetrol	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	metabolite
C21106	24-epi-Campesterol	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	metabolite
C22112	4alpha-Carboxy-5alpha-cholesta-8,24-dien-3beta-ol	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	metabolite
C22116	3beta-Hydroxy-4beta,14alpha-dimethyl-9beta,19-cyclo-5alpha-ergost-24(24(1))-en-4alpha-carboxylate	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	metabolite
C22119	3beta-Hydroxyergosta-7,24(24(1))-dien-4alpha-carboxylate	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	metabolite
C22120	4alpha-Carboxy-stigmasta-7,24(24(1))-dien-3beta-ol	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	metabolite
C22121	Cycloeucalenone	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	metabolite
C22122	Episterone	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	metabolite
C22123	Avenastenone	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	metabolite
C22136	Zymosterone	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	metabolite
C00037	Glycine	hsa00120	Primary bile acid biosynthesis	Metabolism; Lipid metabolism	metabolite
C00187	Cholesterol	hsa00120	Primary bile acid biosynthesis	Metabolism; Lipid metabolism	metabolite
C00245	Taurine	hsa00120	Primary bile acid biosynthesis	Metabolism; Lipid metabolism	metabolite
C00695	Cholic acid	hsa00120	Primary bile acid biosynthesis	Metabolism; Lipid metabolism	metabolite
C01301	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-al	hsa00120	Primary bile acid biosynthesis	Metabolism; Lipid metabolism	metabolite
